Local Authority,Sum of Value,Measures,Year,Quarter,Month,Attribute
Wyre,30000,Denominator,2014,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
Wyre,63300,Denominator,2014,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Wyre,53200,Denominator,2014,Qtr 4,December,16+ unemployment rate - white
Wyre,14700,Denominator,2014,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,7200,Denominator,2014,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Wyre,7500,Denominator,2014,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Wyre,32600,Denominator,2015,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Wyre,30800,Denominator,2015,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Wyre,63400,Denominator,2015,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Wyre,51400,Denominator,2015,Qtr 2,June,16+ unemployment rate - white
Wyre,15400,Denominator,2015,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,8200,Denominator,2015,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Wyre,7300,Denominator,2015,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Wyre,1200,Denominator,2015,Qtr 4,December,% of  ethnic minority aged 16-64 who are economically inactive
Wyre,1200,Denominator,2015,Qtr 4,December,% of  ethnic minority females of  aged 16-64 who are economically inactive
Wyre,30800,Denominator,2015,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Wyre,30900,Denominator,2015,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
Wyre,61600,Denominator,2015,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Wyre,48200,Denominator,2015,Qtr 4,December,16+ unemployment rate - white
Wyre,15700,Denominator,2015,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,9600,Denominator,2015,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Wyre,6200,Denominator,2015,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Wyre,1700,Denominator,2016,Qtr 2,June,% of  ethnic minority aged 16-64 who are economically inactive
Wyre,1300,Denominator,2016,Qtr 2,June,% of  ethnic minority females of  aged 16-64 who are economically inactive
Wyre,31800,Denominator,2016,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Wyre,30400,Denominator,2016,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Wyre,62200,Denominator,2016,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Wyre,49900,Denominator,2016,Qtr 2,June,16+ unemployment rate - white
Wyre,15000,Denominator,2016,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,8900,Denominator,2016,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Wyre,6100,Denominator,2016,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Wyre,2700,Denominator,2016,Qtr 4,December,% of  ethnic minority aged 16-64 who are economically inactive
Wyre,1700,Denominator,2016,Qtr 4,December,% of  ethnic minority males of  aged 16-64 who are economically inactive
Wyre,32200,Denominator,2016,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Wyre,29100,Denominator,2016,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
Wyre,61300,Denominator,2016,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Wyre,1700,Denominator,2016,Qtr 4,December,16+ unemployment rate - ethnic minority
Wyre,50400,Denominator,2016,Qtr 4,December,16+ unemployment rate - white
Wyre,13700,Denominator,2016,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,8700,Denominator,2016,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Wyre,5000,Denominator,2016,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Wyre,3200,Denominator,2017,Qtr 2,June,% of  ethnic minority aged 16-64 who are economically inactive
Wyre,1500,Denominator,2017,Qtr 2,June,% of  ethnic minority females of  aged 16-64 who are economically inactive
Wyre,1700,Denominator,2017,Qtr 2,June,% of  ethnic minority males of  aged 16-64 who are economically inactive
Wyre,30100,Denominator,2017,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Wyre,29100,Denominator,2017,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Wyre,59200,Denominator,2017,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Wyre,2100,Denominator,2017,Qtr 2,June,16+ unemployment rate - ethnic minority
Wyre,47800,Denominator,2017,Qtr 2,June,16+ unemployment rate - white
Wyre,14900,Denominator,2017,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,9000,Denominator,2017,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Wyre,5900,Denominator,2017,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Wyre,1300,Denominator,2017,Qtr 4,December,% of  ethnic minority aged 16-64 who are economically inactive
Wyre,31300,Denominator,2017,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Wyre,29800,Denominator,2017,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
Wyre,61100,Denominator,2017,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Wyre,1300,Denominator,2017,Qtr 4,December,16+ unemployment rate - ethnic minority
Wyre,50700,Denominator,2017,Qtr 4,December,16+ unemployment rate - white
Wyre,15800,Denominator,2017,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,8400,Denominator,2017,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Wyre,7400,Denominator,2017,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Wyre,31900,Denominator,2018,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Wyre,30300,Denominator,2018,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Wyre,62300,Denominator,2018,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Wyre,53500,Denominator,2018,Qtr 2,June,16+ unemployment rate - white
Wyre,13700,Denominator,2018,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,7700,Denominator,2018,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Wyre,6000,Denominator,2018,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Wyre,30400,Denominator,2018,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Wyre,29900,Denominator,2018,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
Wyre,60300,Denominator,2018,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Wyre,1300,Denominator,2018,Qtr 4,December,16+ unemployment rate - ethnic minority
Wyre,51600,Denominator,2018,Qtr 4,December,16+ unemployment rate - white
Wyre,11500,Denominator,2018,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,6200,Denominator,2018,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Wyre,5300,Denominator,2018,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Wyre,30800,Denominator,2019,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Wyre,29900,Denominator,2019,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Wyre,60700,Denominator,2019,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Wyre,1400,Denominator,2019,Qtr 2,June,16+ unemployment rate - ethnic minority
Wyre,51400,Denominator,2019,Qtr 2,June,16+ unemployment rate - white
Wyre,10500,Denominator,2019,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,5900,Denominator,2019,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Wyre,4700,Denominator,2019,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Wyre,31000,Denominator,2019,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Wyre,30700,Denominator,2019,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
Wyre,61700,Denominator,2019,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Wyre,52400,Denominator,2019,Qtr 4,December,16+ unemployment rate - white
Wyre,11000,Denominator,2019,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,6200,Denominator,2019,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Wyre,4800,Denominator,2019,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Wyre,28300,Denominator,2020,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Wyre,31400,Denominator,2020,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Wyre,59700,Denominator,2020,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Wyre,50800,Denominator,2020,Qtr 2,June,16+ unemployment rate - white
Wyre,13300,Denominator,2020,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,6500,Denominator,2020,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Wyre,6700,Denominator,2020,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Wyre,2900,Denominator,2020,Qtr 4,December,% of  ethnic minority aged 16-64 who are economically inactive
Wyre,2300,Denominator,2020,Qtr 4,December,% of  ethnic minority females of  aged 16-64 who are economically inactive
Wyre,26700,Denominator,2020,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Wyre,31100,Denominator,2020,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
Wyre,57700,Denominator,2020,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Wyre,2900,Denominator,2020,Qtr 4,December,16+ unemployment rate - ethnic minority
Wyre,50800,Denominator,2020,Qtr 4,December,16+ unemployment rate - white
Wyre,14500,Denominator,2020,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,6100,Denominator,2020,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Wyre,8400,Denominator,2020,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Wyre,4300,Denominator,2021,Qtr 2,June,% of  ethnic minority aged 16-64 who are economically inactive
Wyre,3200,Denominator,2021,Qtr 2,June,% of  ethnic minority females of  aged 16-64 who are economically inactive
Wyre,25300,Denominator,2021,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Wyre,30900,Denominator,2021,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Wyre,56200,Denominator,2021,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Wyre,3800,Denominator,2021,Qtr 2,June,16+ unemployment rate - ethnic minority
Wyre,50700,Denominator,2021,Qtr 2,June,16+ unemployment rate - white
Wyre,2300,Denominator,2021,Qtr 2,June,16+ unemployment rate for all other ethnic group
Wyre,16100,Denominator,2021,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,5700,Denominator,2021,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Wyre,10500,Denominator,2021,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Wyre,1600,Denominator,2021,Qtr 4,December,% of  ethnic minority aged 16-64 who are economically inactive
Wyre,1300,Denominator,2021,Qtr 4,December,% of  ethnic minority females of  aged 16-64 who are economically inactive
Wyre,28200,Denominator,2021,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Wyre,28900,Denominator,2021,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
Wyre,57100,Denominator,2021,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Wyre,47300,Denominator,2021,Qtr 4,December,16+ unemployment rate - white
Wyre,15200,Denominator,2021,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,8100,Denominator,2021,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Wyre,7100,Denominator,2021,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Wyre,28500,Denominator,2022,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Wyre,30300,Denominator,2022,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Wyre,58800,Denominator,2022,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Wyre,45500,Denominator,2022,Qtr 2,June,16+ unemployment rate - white
Wyre,16400,Denominator,2022,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,8500,Denominator,2022,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Wyre,7900,Denominator,2022,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Wyre,28000,Denominator,2022,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Wyre,32300,Denominator,2022,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
Wyre,60300,Denominator,2022,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Wyre,47000,Denominator,2022,Qtr 4,December,16+ unemployment rate - white
Wyre,17400,Denominator,2022,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,10000,Denominator,2022,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Wyre,7500,Denominator,2022,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Wyre,2300,Denominator,2023,Qtr 2,June,% of  ethnic minority aged 16-64 who are economically inactive
Wyre,29300,Denominator,2023,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Wyre,32100,Denominator,2023,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Wyre,61400,Denominator,2023,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Wyre,45200,Denominator,2023,Qtr 2,June,16+ unemployment rate - white
Wyre,23700,Denominator,2023,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
