Local Authority,Sex,Statistics,Time period,Indicator Name,Age,Sum of Value
Blackpool,Persons,Lower CI 99.8 limit,2024,"Violent crime - violence offences per 1,000 population",All ages,67.26452
Blackpool,Persons,Lower CI 99.8 limit,2025,Mental Health: QOF prevalence,All ages,1.614991149
Blackpool,Persons,Lower CI 99.8 limit,2025,"Overweight (including obesity) prevalence in adults, (using adjusted self-reported height and weight)",18+ yrs,62.23162
Blackpool,Persons,Lower CI 99.8 limit,2025,Smoking: QOF prevalence,15+ yrs,20.5247673996057
Blackpool,Persons,Lower CI 99.8 limit,2025,"Violent crime - sexual offences per 1,000 population",All ages,5.76072
Blackpool,Persons,Lower CI 99.8 limit,2025,"Violent crime - violence offences per 1,000 population",All ages,65.82913
Blackpool,Persons,Upper CI 95.0 limit,2010-2012,Violent crime - hospital admissions for violence (including sexual violence),All ages,157.27782
Blackpool,Persons,Upper CI 95.0 limit,2011-2013,Violent crime - hospital admissions for violence (including sexual violence),All ages,154.4568
Blackpool,Persons,Upper CI 95.0 limit,2012-2014,Violent crime - hospital admissions for violence (including sexual violence),All ages,152.73808
Blackpool,Persons,Upper CI 95.0 limit,2013,Mental Health: QOF prevalence,All ages,1.38176830916381
Blackpool,Persons,Upper CI 95.0 limit,2013-2015,Violent crime - hospital admissions for violence (including sexual violence),All ages,147.5375
Blackpool,Persons,Upper CI 95.0 limit,2014,Mental Health: QOF prevalence,All ages,1.39484234660785
Blackpool,Persons,Upper CI 95.0 limit,2014,Smoking: QOF prevalence,15+ yrs,28.1481938831267
Blackpool,Persons,Upper CI 95.0 limit,2014-2016,Violent crime - hospital admissions for violence (including sexual violence),All ages,140.55434
Blackpool,Persons,Upper CI 95.0 limit,2015,Mental Health: QOF prevalence,All ages,1.43954961422605
Blackpool,Persons,Upper CI 95.0 limit,2015,Smoking: QOF prevalence,15+ yrs,27.3778391862005
Blackpool,Persons,Upper CI 95.0 limit,2015-2017,Violent crime - hospital admissions for violence (including sexual violence),All ages,130.9664
Blackpool,Persons,Upper CI 95.0 limit,2016,Mental Health: QOF prevalence,All ages,1.49805019222229
Blackpool,Persons,Upper CI 95.0 limit,2016,"Overweight (including obesity) prevalence in adults, (using adjusted self-reported height and weight)",18+ yrs,72.28916
Blackpool,Persons,Upper CI 95.0 limit,2016,Smoking: QOF prevalence,15+ yrs,27.0199570692158
Blackpool,Persons,Upper CI 95.0 limit,2016,"Violent crime - sexual offences per 1,000 population",All ages,3.71823
Blackpool,Persons,Upper CI 95.0 limit,2016,"Violent crime - violence offences per 1,000 population",All ages,37.12923
Blackpool,Persons,Upper CI 95.0 limit,2016-2018,Violent crime - hospital admissions for violence (including sexual violence),All ages,110.07293
Blackpool,Persons,Upper CI 95.0 limit,2017,Excess under 75 mortality rate in adults with severe mental illness (SMI),18-74 yrs,318.4
Blackpool,Persons,Upper CI 95.0 limit,2017,Mental Health: QOF prevalence,All ages,1.61607068906593
Blackpool,Persons,Upper CI 95.0 limit,2017,"Overweight (including obesity) prevalence in adults, (using adjusted self-reported height and weight)",18+ yrs,67.48166
Blackpool,Persons,Upper CI 95.0 limit,2017,Smoking: QOF prevalence,15+ yrs,26.7038153508586
Blackpool,Persons,Upper CI 95.0 limit,2017,"Violent crime - sexual offences per 1,000 population",All ages,4.88436
Blackpool,Persons,Upper CI 95.0 limit,2017,"Violent crime - violence offences per 1,000 population",All ages,42.57626
Blackpool,Persons,Upper CI 95.0 limit,2017-2019,Violent crime - hospital admissions for violence (including sexual violence),All ages,96.14654
Blackpool,Persons,Upper CI 95.0 limit,2018,Excess under 75 mortality rate in adults with severe mental illness (SMI),18-74 yrs,330.7
Blackpool,Persons,Upper CI 95.0 limit,2018,Mental Health: QOF prevalence,All ages,1.59504306994904
Blackpool,Persons,Upper CI 95.0 limit,2018,"Overweight (including obesity) prevalence in adults, (using adjusted self-reported height and weight)",18+ yrs,71.76166
Blackpool,Persons,Upper CI 95.0 limit,2018,Smoking: QOF prevalence,15+ yrs,25.5084202166655
Blackpool,Persons,Upper CI 95.0 limit,2018,"Violent crime - sexual offences per 1,000 population",All ages,5.45471
Blackpool,Persons,Upper CI 95.0 limit,2018,"Violent crime - violence offences per 1,000 population",All ages,57.6433
Blackpool,Persons,Upper CI 95.0 limit,2018-2020,Violent crime - hospital admissions for violence (including sexual violence),All ages,78.40402
Blackpool,Persons,Upper CI 95.0 limit,2019,Excess under 75 mortality rate in adults with severe mental illness (SMI),18-74 yrs,312.4
Blackpool,Persons,Upper CI 95.0 limit,2019,Mental Health: QOF prevalence,All ages,1.65960724644422
Blackpool,Persons,Upper CI 95.0 limit,2019,"Overweight (including obesity) prevalence in adults, (using adjusted self-reported height and weight)",18+ yrs,70.06961
Blackpool,Persons,Upper CI 95.0 limit,2019,Smoking: QOF prevalence,15+ yrs,25.7206823854185
Blackpool,Persons,Upper CI 95.0 limit,2019,"Violent crime - sexual offences per 1,000 population",All ages,6.12851
Blackpool,Persons,Upper CI 95.0 limit,2019,"Violent crime - violence offences per 1,000 population",All ages,82.13773
Blackpool,Persons,Upper CI 95.0 limit,2019-2021,Violent crime - hospital admissions for violence (including sexual violence),All ages,67.73051
Blackpool,Persons,Upper CI 95.0 limit,2020,Excess under 75 mortality rate in adults with severe mental illness (SMI),18-74 yrs,298
Blackpool,Persons,Upper CI 95.0 limit,2020,Mental Health: QOF prevalence,All ages,1.55780675073695
Blackpool,Persons,Upper CI 95.0 limit,2020,"Overweight (including obesity) prevalence in adults, (using adjusted self-reported height and weight)",18+ yrs,76.11241
Blackpool,Persons,Upper CI 95.0 limit,2020,Smoking: QOF prevalence,15+ yrs,25.365171176586
Blackpool,Persons,Upper CI 95.0 limit,2020,"Violent crime - sexual offences per 1,000 population",All ages,5.27589
Blackpool,Persons,Upper CI 95.0 limit,2020,"Violent crime - violence offences per 1,000 population",All ages,69.24103
Blackpool,Persons,Upper CI 95.0 limit,2020-2022,Violent crime - hospital admissions for violence (including sexual violence),All ages,69.31017
Blackpool,Persons,Upper CI 95.0 limit,2021,Excess under 75 mortality rate in adults with severe mental illness (SMI),18-74 yrs,271.7
Blackpool,Persons,Upper CI 95.0 limit,2021,Mental Health: QOF prevalence,All ages,1.60738312455803
Blackpool,Persons,Upper CI 95.0 limit,2021,"Overweight (including obesity) prevalence in adults, (using adjusted self-reported height and weight)",18+ yrs,74.75248
Blackpool,Persons,Upper CI 95.0 limit,2021,Smoking: QOF prevalence,15+ yrs,24.8194398375703
Blackpool,Persons,Upper CI 95.0 limit,2021,"Violent crime - sexual offences per 1,000 population",All ages,4.66676
Blackpool,Persons,Upper CI 95.0 limit,2021,"Violent crime - violence offences per 1,000 population",All ages,61.2363
Blackpool,Persons,Upper CI 95.0 limit,2021-2023,Violent crime - hospital admissions for violence (including sexual violence),All ages,66.61811
Blackpool,Persons,Upper CI 95.0 limit,2022,Excess under 75 mortality rate in adults with severe mental illness (SMI),18-74 yrs,273.7
Blackpool,Persons,Upper CI 95.0 limit,2022,Mental Health: QOF prevalence,All ages,1.64328714136726
Blackpool,Persons,Upper CI 95.0 limit,2022,"Overweight (including obesity) prevalence in adults, (using adjusted self-reported height and weight)",18+ yrs,76.82927
Blackpool,Persons,Upper CI 95.0 limit,2022,Smoking: QOF prevalence,15+ yrs,24.0882084776477
Blackpool,Persons,Upper CI 95.0 limit,2022,"Violent crime - sexual offences per 1,000 population",All ages,6.56628
Blackpool,Persons,Upper CI 95.0 limit,2022,"Violent crime - violence offences per 1,000 population",All ages,77.41691
Blackpool,Persons,Upper CI 95.0 limit,2022-2024,Violent crime - hospital admissions for violence (including sexual violence),All ages,70.06236
Blackpool,Persons,Upper CI 95.0 limit,2023,Excess under 75 mortality rate in adults with severe mental illness (SMI),18-74 yrs,286.9
Blackpool,Persons,Upper CI 95.0 limit,2023,Mental Health: QOF prevalence,All ages,1.75240453154597
Blackpool,Persons,Upper CI 95.0 limit,2023,"Overweight (including obesity) prevalence in adults, (using adjusted self-reported height and weight)",18+ yrs,76.39594
Blackpool,Persons,Upper CI 95.0 limit,2023,Smoking: QOF prevalence,15+ yrs,23.1825762574216
Blackpool,Persons,Upper CI 95.0 limit,2023,"Violent crime - sexual offences per 1,000 population",All ages,6.51361
Blackpool,Persons,Upper CI 95.0 limit,2023,"Violent crime - violence offences per 1,000 population",All ages,71.43782
Blackpool,Persons,Upper CI 95.0 limit,2023-2025,Violent crime - hospital admissions for violence (including sexual violence),All ages,63.46268
Blackpool,Persons,Upper CI 95.0 limit,2024,Mental Health: QOF prevalence,All ages,1.66594986271475
Blackpool,Persons,Upper CI 95.0 limit,2024,"Overweight (including obesity) prevalence in adults, (using adjusted self-reported height and weight)",18+ yrs,75.72816
Blackpool,Persons,Upper CI 95.0 limit,2024,Smoking: QOF prevalence,15+ yrs,22.1881639329416
Blackpool,Persons,Upper CI 95.0 limit,2024,"Violent crime - sexual offences per 1,000 population",All ages,5.97788
Blackpool,Persons,Upper CI 95.0 limit,2024,"Violent crime - violence offences per 1,000 population",All ages,70.79272
Blackpool,Persons,Upper CI 95.0 limit,2025,Mental Health: QOF prevalence,All ages,1.767737657
Blackpool,Persons,Upper CI 95.0 limit,2025,"Overweight (including obesity) prevalence in adults, (using adjusted self-reported height and weight)",18+ yrs,71.10157
Blackpool,Persons,Upper CI 95.0 limit,2025,Smoking: QOF prevalence,15+ yrs,21.0511165601723
Blackpool,Persons,Upper CI 95.0 limit,2025,"Violent crime - sexual offences per 1,000 population",All ages,6.82223
Blackpool,Persons,Upper CI 95.0 limit,2025,"Violent crime - violence offences per 1,000 population",All ages,69.30264
Blackpool,Persons,Upper CI 99.8 limit,2011-2013,Violent crime - hospital admissions for violence (including sexual violence),All ages,161.5181
Blackpool,Persons,Upper CI 99.8 limit,2012-2014,Violent crime - hospital admissions for violence (including sexual violence),All ages,159.77751
Blackpool,Persons,Upper CI 99.8 limit,2013,Mental Health: QOF prevalence,All ages,1.41471038749778
Blackpool,Persons,Upper CI 99.8 limit,2013-2015,Violent crime - hospital admissions for violence (including sexual violence),All ages,154.466
Blackpool,Persons,Upper CI 99.8 limit,2014,Mental Health: QOF prevalence,All ages,1.42760459831427
Blackpool,Persons,Upper CI 99.8 limit,2014,Smoking: QOF prevalence,15+ yrs,28.283812458614
Blackpool,Persons,Upper CI 99.8 limit,2014-2016,Violent crime - hospital admissions for violence (including sexual violence),All ages,147.3359
Blackpool,Persons,Upper CI 99.8 limit,2015,Mental Health: QOF prevalence,All ages,1.47326284460818
Blackpool,Persons,Upper CI 99.8 limit,2015,Smoking: QOF prevalence,15+ yrs,27.5107891981795
Blackpool,Persons,Upper CI 99.8 limit,2015-2017,Violent crime - hospital admissions for violence (including sexual violence),All ages,137.52684
Blackpool,Persons,Upper CI 99.8 limit,2016,Mental Health: QOF prevalence,All ages,1.53236353948292
Blackpool,Persons,Upper CI 99.8 limit,2016,"Overweight (including obesity) prevalence in adults, (using adjusted self-reported height and weight)",18+ yrs,74.6988
Blackpool,Persons,Upper CI 99.8 limit,2016,Smoking: QOF prevalence,15+ yrs,27.1524700170054
Blackpool,Persons,Upper CI 99.8 limit,2016,"Violent crime - sexual offences per 1,000 population",All ages,3.9067
Blackpool,Persons,Upper CI 99.8 limit,2016,"Violent crime - violence offences per 1,000 population",All ages,37.71222
Blackpool,Persons,Upper CI 99.8 limit,2016-2018,Violent crime - hospital admissions for violence (including sexual violence),All ages,116.10732
Blackpool,Persons,Upper CI 99.8 limit,2017,Mental Health: QOF prevalence,All ages,1.65162640046969
Blackpool,Persons,Upper CI 99.8 limit,2017,"Overweight (including obesity) prevalence in adults, (using adjusted self-reported height and weight)",18+ yrs,70.17115
Blackpool,Persons,Upper CI 99.8 limit,2017,Smoking: QOF prevalence,15+ yrs,26.8355687493469
Blackpool,Persons,Upper CI 99.8 limit,2017,"Violent crime - sexual offences per 1,000 population",All ages,5.09989
Blackpool,Persons,Upper CI 99.8 limit,2017,"Violent crime - violence offences per 1,000 population",All ages,43.20126
Blackpool,Persons,Upper CI 99.8 limit,2017-2019,Violent crime - hospital admissions for violence (including sexual violence),All ages,101.82299
Blackpool,Persons,Upper CI 99.8 limit,2018,Mental Health: QOF prevalence,All ages,1.62958001691504
Blackpool,Persons,Upper CI 99.8 limit,2018,"Overweight (including obesity) prevalence in adults, (using adjusted self-reported height and weight)",18+ yrs,74.35233
Blackpool,Persons,Upper CI 99.8 limit,2018,Smoking: QOF prevalence,15+ yrs,25.6364180826552
Blackpool,Persons,Upper CI 99.8 limit,2018,"Violent crime - sexual offences per 1,000 population",All ages,5.68198
Blackpool,Persons,Upper CI 99.8 limit,2018,"Violent crime - violence offences per 1,000 population",All ages,58.36907
Blackpool,Persons,Upper CI 99.8 limit,2018-2020,Violent crime - hospital admissions for violence (including sexual violence),All ages,83.57902
Blackpool,Persons,Upper CI 99.8 limit,2019,Mental Health: QOF prevalence,All ages,1.69514341577451
Blackpool,Persons,Upper CI 99.8 limit,2019,"Overweight (including obesity) prevalence in adults, (using adjusted self-reported height and weight)",18+ yrs,72.62181
Blackpool,Persons,Upper CI 99.8 limit,2019,Smoking: QOF prevalence,15+ yrs,25.8504744673772
Blackpool,Persons,Upper CI 99.8 limit,2019,"Violent crime - sexual offences per 1,000 population",All ages,6.36897
Blackpool,Persons,Upper CI 99.8 limit,2019,"Violent crime - violence offences per 1,000 population",All ages,83.00269
Blackpool,Persons,Upper CI 99.8 limit,2019-2021,Violent crime - hospital admissions for violence (including sexual violence),All ages,72.56051
Blackpool,Persons,Upper CI 99.8 limit,2020,Mental Health: QOF prevalence,All ages,1.59237901847836
Blackpool,Persons,Upper CI 99.8 limit,2020,"Overweight (including obesity) prevalence in adults, (using adjusted self-reported height and weight)",18+ yrs,78.22014
Blackpool,Persons,Upper CI 99.8 limit,2020,Smoking: QOF prevalence,15+ yrs,25.4940824924841
Blackpool,Persons,Upper CI 99.8 limit,2020,"Violent crime - sexual offences per 1,000 population",All ages,5.49958
Blackpool,Persons,Upper CI 99.8 limit,2020,"Violent crime - violence offences per 1,000 population",All ages,70.03621
Blackpool,Persons,Upper CI 99.8 limit,2020-2022,Violent crime - hospital admissions for violence (including sexual violence),All ages,74.20967
